Name,Description,Add,Region,Town,Tel,Px,Py,ParkingSpace,Type,Zone
正德居民宿,位於新北市的民宿,新北市三峽區有木里145號,新北市,三峽區,886-939-139079,121.44489899999999,24.848732000000002,,民宿,S
探索汽車旅館永和館,位於新北市的旅館,新北市永和區保順路27及31號,新北市,永和區,886-2-22323103,121.50416799999999,25.009881,0.0,汽車旅館,W
御華山莊民宿,位於新北市的民宿,新北市瑞芳區八號巷23號,新北市,瑞芳區,886-2-24063731,121.841824,25.11024,,民宿,E
睡台北複合式旅店,位於新北市的旅館,新北市板橋區南雅南路一段8號5樓、5樓之1至5樓之24,新北市,板橋區,886-2-29655480,121.455904,25.006623,0.0,飯店/旅店,W
碧特弗大飯店,位於新北市的一般觀光旅館,新北市新店區太平路8號,新北市,新店區,886-2-86669999,121.53424,24.957908,0.0,飯店/旅店,S
白宮行館,《白宮行舘》海灘渡假村為台灣最近沙灘的渡假村，佔地約　1萬2000坪，經營者特地聘請國內外名師精心設計，採用純白歐式風格的外觀，與碧海藍天相互映襯，再加上南國椰影搖曳，置身其中，不知不覺就感受到輕鬆悠閒的度假氣氛，讓您立刻就想拋開工作壓力，忘卻俗世塵囂，馬上飛奔到《白宮行舘》，舒張解放沉重的身心！,新北市萬里區瑪鋉路264號1樓及262號,新北市,萬里區,886-2-24926768,121.690402,25.180397,0.0,飯店/旅店,N
藍海冠君大飯店,位於新北市的旅館,新北市板橋區重慶路91之1號3至7樓(1樓門廳),新北市,板橋區,886-2-89521111,121.46210400000001,25.005932,0.0,飯店/旅店,W
雪瓈花園汽車旅館,位於新北市土城區的旅館,新北市土城區中華路2段194號,新北市,土城區,886-2-22677899,121.43695600000001,24.971006,17.0,汽車旅館,W
散散步民宿,位於新北市的民宿,新北市瑞芳區洞頂路325號,新北市,瑞芳區,886-981-885933,121.858589,25.122584,,民宿,E
台麗精品旅店,位於新北市的旅館,新北市泰山區台麗街11巷1號1至5樓,新北市,泰山區,886-2-29025161,121.42441299999999,25.038408,0.0,飯店/旅店,W
璞真民宿,「台北金山民宿．璞真民宿」以「反璞歸真」為主要的設計理念，房間色彩多使用鵝黃、粉藍、粉紫等溫潤的馬卡龍色系，再搭配牆上塗鴉與懸掛的畫作，整體氣氛充滿童趣。而每個房間都附有採光明亮的大窗戶，站在窗邊眺望戶外的遼闊景色，悠閒自在的氣氛讓人把煩惱丟到九霄雲外去。,新北市金山區頂六股2之1號,新北市,金山區,886-2-24980082,121.61398899999999,25.22201,,民宿,N
歐遊國際連鎖精品旅館,有別於一般汽車旅館和飯店酒店浮誇的造型風格，或是標準化的房型設計，此次新莊館主打「藝術」與「設計」，在多達80間的客房中，沒有一間房間是同樣的房型，設計也全然不同。運用不同畫家、畫派、畫作以及生活中隨處可見的亮點，使客房不僅具有個別獨特的風格，藝術上的小巧思也將讓顧客感受到經營團隊的用心和「以客為尊」的服務態度。在公共空間的部份，8樓設有空中花園餐廳，濃厚的英式後工業風格以及獨步全台的空中走廊，讓顧客除了能享受頂級的用餐環境之外，更可踏出腳步站在玻璃走廊上欣賞腳下車水馬龍或遠處城市美景。新莊館為了將藝術結合自然環境，更是使用了許多半遮罩設計，不僅維護了客人隱私，更使自然光散入空間，打破傳統大家對汽車旅館的刻板印象。,新北市新莊區思源路746號,新北市,新莊區,886-2-85221100,121.460103,25.059801,0.0,飯店/旅店,W
中和旅舍,"由阿公開始的老賓館，歷經近50年的歲月流轉，老賓館不再是時代潮流的時尚，雖然在時代的洪流中暗淡落幕，但迎接的是新生的開始。1975年與2017年,新舊交替。保留傳統，加入創新。《中和旅舍》創立於1975年，2017年重新(心)出發。我們帶著與在地文化連結的使命感將承載舊時代溫度與蘊藏著歲月歷練的老公寓給予新的生命與定位，並為國內外的旅客提供合法、安全、乾淨、便宜的旅宿空間。","新北市中和區安樂路41號2,3-4樓及安和路1,3號3-4樓",新北市,中和區,886-2-29429386,121.51185500000001,24.993099,,旅社,W
承億文旅 淡水吹風,天藍水淡，再出發的旅圖繼｢嘉義商旅｣之後，在北台灣成立第二座美好旅店:承億文旅-淡水吹風。這是我們第一次背起行囊，離開家鄉，從嘉義商旅出發，抵達了令人無限嚮往的紅色城市。邁出去的第一步總是最讓人雀躍與期待，嘴角掛著甜美的微笑，愛流浪的詩藏在胖胖的雲後面，旅行的想像地圖，是藍的接近透明的藍天，沒有疆界。承億文旅-淡水吹風，繽紛登場。恣游，巷子裡的旅人渡口因為懂得旅人的心思，避開喧嚷的大街，將旅館大門開在安静的巷子裡。全景落地窗引日光入廳，廳廊宛如旅人啓程的渡船口。天花板的飄浮橢圓，波光粼粼、高高低低，堆砌出優雅與自由感兼具的立體空間。船型意象的櫃檯似一葉輕舟擺盪在河口與濕地之間，魚群貫游、紅樹林延伸，空間與自然融合出一幅深具地方感的新設計詩意。,新北市淡水區沙崙路27號,新北市,淡水區,886-2-28051212,121.42051200000002,25.180962,0.0,飯店/旅店,N
迎旭知旅民宿,位於新北市的民宿,新北市三芝區迎旭街55號,新北市,三芝區,886-2-86351207,121.51043,25.25741,0.0,民宿,N
唯愛汽車旅館,位於新北市的旅館,新北市新店區永業路46號,新北市,新店區,886-2-86661699,121.531446,24.954004,0.0,汽車旅館,S
台北輕旅複合式旅店,位於新北市的旅館,新北市板橋區館前東路13號4樓之2,新北市,板橋區,886-2-29515121,121.459878,25.007172,0.0,飯店/旅店,W
愛九份民宿,,新北市瑞芳區烏勢巷50號,新北市,瑞芳區,886-2-24652082,121.821092,25.103051999999998,,民宿,E
香香雙博士大旅社,位於新北市的旅館,新北市永和區竹林路73號5樓及8樓,新北市,永和區,886-2-89285168,121.51903100000001,25.013517,0.0,旅社,W
多桑的店民宿,位於新北市的民宿,新北市瑞芳區烏勢巷100號,新北市,瑞芳區,886-2-24061681,121.84593999999998,25.108037,,民宿,E
全家旅店,"全家商務旅店TEL/(02)8245-5151    FAX/(02)8245-9191235新北市中和區中和路59之1號http://hotel.family-tpe.com , email:service@family-tpe.com 　　台北『全家商務旅店』堪稱中和最平價的優質商務旅館，位於中和市中山路與中和路之商業中心，鄰近捷運景安站及永安站、太平洋SOGO百貨、環球購物中心、中和工業區、樂華及南勢角觀光夜市等商圈，交通便利。    　『全家商務旅店』擁有五十間寬敞舒適套房，獨特刷卡門禁上樓，安全、隱密。從床單到床俱、燈光到傢俱，我們用心去打造您一夜的好眠。高雅靜謐、溫馨親切、精緻浪漫是同等級飯店中的首選。對於公共安全、消防設備更是嚴格把關，全部採用合格防火、防焰建材，並定期檢修保養，領有飯店營業執照讓您高枕無憂。　　『全家商務旅店』位處於台北中和最精華之地段，交通、商務及娛樂、生活機能堪稱首選，捷運景安站，出口右邊轉乘1080、241、275、綠3.6.8公車至中和廟口站下車即可抵達本館。 　　『全家商務旅店』位於新北市中和區中和路59之1號，南來北往旅客於北二高中和交流道出口下直行經連城路至中和路口右轉左邊即達。安全、精緻的軟、硬體規劃；貼心、便利的設施與服務及全台北中和商務旅館最合理、物超所值的價位，絕對是您下塌中和洽商、旅遊的最佳選擇。即日起，預約訂房、簽約廠商，可享有優惠價。",新北市中和區中和路59之1號、59號5.6樓及9至11樓,新北市,中和區,886-2-82455151,121.50050300000001,25.001258,,飯店/旅店,W
夕說淡水,,新北市淡水區中正東路55號2樓,新北市,淡水區,886-956-686530,121.44655,25.168132999999997,,民宿,N
天馬民宿,,新北市瑞芳區新山路33號,新北市,瑞芳區,886-2-24962055,121.85278500000001,25.108968,,民宿,E
薆悅酒店野柳渡假館二館,薆悅酒店野柳渡假館座落於台灣北海岸觀光風景區，緊鄰地質公園與海洋世界，並禮聘紐約知名團隊Rockwell Group操刀設計，裝潢均採取原木色系營造舒適渡假氛圍，並處處可見現代經典巧思，是為北海岸渡假酒店之首選代表。入住薆悅酒店野柳渡假館，不需離開房間便能觀賞基隆嶼海天一色的絕美景觀，沿著野柳岬灣，欣賞大自然鬼斧神工般創造的奇岩地景；傍晚時分欣賞燈火通明的漁船搖曳在海平面上，等待漁獲滿載的豐收光景。薆悅酒店野柳渡假館以北海岸頂級飯店之最，為您呈現野柳在地漁人風情，並以樂活渡假之姿，打造多元活動及住宿體驗，邀您一同感受野柳薆悅的渡假態度。,新北市萬里區野柳里港東路162-3號,新北市,萬里區,886-2-77035777,121.690128,25.204291,,飯店/旅店,N
品川商旅板橋館,,新北市板橋區重慶路37之1號、37之1號2至6樓,新北市,板橋區,886-2-29548166,121.46080500000001,25.006010999999997,,飯店/旅店,W
幸福驛,,新北市瑞芳區輕便路8號,新北市,瑞芳區,886-938-915670,121.846727,25.111987,,民宿,E
熱門民宿,九份民宿- 熱門民宿坐落在風景優美的九份，享有山景並俯瞰大海。該民宿的空調客房配有免費無線網絡連接，距離九份老街有3分鐘的步行路程。九份民宿- 熱門民宿距離瑞芳火車站有15分鐘的車程，距離台北火車總站有40分鐘的車程，距離松山機場有50分鐘的車程。所有客房均設有有線電視以及帶淋浴、吹風機和免費洗浴用品的私人浴室。部分客房享有海景。客人可在屋頂區觀賞優美的景色。酒店提供摩托車租賃服務、觀光信息和免費停車位。,新北市瑞芳區街頂巷37號,新北市,瑞芳區,886-2-24063769,121.844844,25.107685999999998,0.0,民宿,E
金湧泉溫泉會館,金湧泉SPA溫泉會館，位於台灣新北市-北海岸金山萬里溫泉區，擁有非常珍貴且稀少的海洋海底溫泉、靜謐的環境以及悠閒的氛圍，提供給顧客的是最佳的泡湯享受。金湧泉的泉脈是來自海底深層的海底溫泉、海底溫泉為世界非常稀有的地質景觀資源，全世界僅有11個國家擁有海底溫泉，且取得溫泉標章之認證，金湧泉把這獨特的資源整合，加上新潁的設備，構成了一處千坪大的南洋式---主題式海洋露天溫泉風呂。    金湧泉同時擁有罕見的海洋溫泉與大屯山山泉水spa設施、自然泳池、露天海洋風呂、多樣花草浴、豐富美味的溫泉美食，以及舒適渡假套房，一次滿足您於假期的需求，給您絕佳的渡假環境，全然釋放您的身、心、靈，獻上最極致動人的溫泉饗宴。竭誠的歡迎您來趟金湧泉溫泉之旅吧！,新北市萬里區萬里加投213之3號,新北市,萬里區,886-2-24983588,121.643152,25.216053,0.0,飯店/旅店,N
巴拉卡民宿,位於新北市的民宿,新北市三芝區車埕18之3號,新北市,三芝區,886-2-26371411,121.525241,25.18609,,民宿,N
麗緹城市商務汽車旅店,位於新北市的旅館,新北市板橋區館前西路6號9樓,新北市,板橋區,886-2-89513619,121.45886200000001,25.007158999999998,0.0,飯店/旅店,W
堤畔溫泉民宿,線上訂房:www.myhotel.com.tw/springspa堤畔溫泉民宿位於新北市烏來，依山傍水風景秀麗，是通往烏來老街及內洞森林遊樂區等烏來著名景點的必經之路。民宿內隨處可見主人的巧思，無論是園藝造景或是玄關一隅都是匠心獨具，誠摯歡迎您來親身體會。堤畔溫泉民宿提供泡湯、用餐、住宿等服務。民宿內設有一近兩百坪之露天景觀咖啡座，緊鄰烏來景點洪荒峽和堰堤壩，提供給旅客們一欣賞烏來美景和乘涼休憩之處。景觀精緻湯屋及日式和風湯屋平均坪數在15坪以上，房間寬敞舒適，色調柔和，往窗外看去，烏來美景盡收眼底，適合全家旅遊居住。豪華麗景湯屋房間與湯池採1:1比例設計，湯池更有冷熱兩池可交替使用。泡湯的過程更可一攬烏來美景。房內採原住民風格設計，質感素雅，為適合兩人甜蜜度假的空間。,新北市烏來區新烏路5段66號,新北市,烏來區,886-2-26616168,121.547348,24.872989,0.0,民宿,S
輝明民宿,位於新北市的民宿,新北市瑞芳區汽車路35之1號,新北市,瑞芳區,886-2-24976488,121.84458799999999,25.109923000000002,,民宿,E
琚九屋民宿,座落九份中心，從車站到民宿步行約5分鐘，步行到老街3分鐘，可停2部小車，先到先停。房間相當大，活動空間佳。本民宿的特色是：凡住過本民宿的人，再次光臨機會相當大。,新北市瑞芳區輕便路121號,新北市,瑞芳區,886-90-8555958,121.84391200000002,25.109153,,民宿,E
十三層民宿,位於新北市的民宿,新北市瑞芳區長仁路36之2號,新北市,瑞芳區,886-928-511389,121.865647,25.117792,,民宿,E
日月民宿,位於新北市的民宿,新北市烏來區烏來里烏來街85巷1號,新北市,烏來區,886-2-26617705,121.551973,24.863972,,民宿,S
歐朋侖旅店,歐朋侖旅店位於中山路，在台灣銀行的樓上，享有淡水河、觀音山和日落的美景。距離淡水老街僅有 2 分鐘步行路程。若搭乘捷運，客人可以輕鬆抵達士林夜市、西門町、台北 101、象山和台北車站。旅館距離英專路夜市有 4 分鐘的步行路程，距離捷運淡水站有 6 分鐘的步行路程，且鄰近擁有 300 年歷史的淡水龍山寺。每間客房均設有大片窗戶、42 英吋的液晶電視和步入式淋浴間。也提供飲水機供客人在客房內享用咖啡和茶。為了客人的安全，館內設有 4 個門控系統和消防設施。如有任何疑問，接待櫃台友善的工作人員很樂意提供協助。,新北市淡水區中山路93號9樓及93-1號9樓,新北市,淡水區,886-2-26218333,121.442302,25.170475,,飯店/旅店,N
嶺腳火車站民宿,位於新北市的民宿,新北市平溪區嶺腳寮27號,新北市,平溪區,886-989-939705,121.74803100000001,25.03021,,民宿,E
安逸民宿,位於新北市的民宿,新北市瑞芳區輕便路117號,新北市,瑞芳區,886-2-24960967,121.84434099999999,25.10915,,民宿,E
悠然居民宿,位於新北市的民宿,新北市瑞芳區汽車路76號,新北市,瑞芳區,886-2-24063005,121.844939,25.11149,0.0,民宿,E
夾腳拖的家山居民宿,位於新北市的民宿,新北市瑞芳區基山街247號,新北市,瑞芳區,886-905-570688,121.84123500000001,25.107135,,民宿,E
美麗殿商旅,美麗殿城市商旅是美麗殿集團於2018年位於板橋府中捷運站全新打造的商旅品牌，以追求精緻細膩的設計感，及溫馨舒適的住宿感受為目標，不論是外觀、客房、早餐區、甚至是人員的專業及服務態度，美麗殿都再次在軟硬體中追求完美。並帶著集團全新口號-「心的態度」來呈現旗下所有品牌的專業。對於美麗殿而言，用心、細心、貼心、關心的態度，就是我們面對客人的全部。,新北市板橋區府中路67號2樓、5至10樓,新北市,板橋區,886-2-29698588,121.458033,25.009295,0.0,飯店/旅店,W
風尚休閒商務汽車旅館,位於新北市的旅館,新北市泰山區仁德路48號,新北市,泰山區,886-2-22970202,121.43443500000001,25.057178,0.0,汽車旅館,W
花菓山民宿,位於新北市的民宿,新北市石碇區烏塗里四分子8號,新北市,石碇區,886-2-26925252,121.66363799999999,24.963777,,民宿,E
平林農場民宿,位於新北市的民宿,新北市雙溪區外平林35號,新北市,雙溪區,886-2-24934016,121.853804,25.036888,,民宿,E
九份景棧民宿,位於新北市的民宿,新北市瑞芳區汽車路29號,新北市,瑞芳區,886-2-24062173,121.844609,25.10985,,民宿,E
美術行館民宿,位於新北市的民宿,新北市三芝區茂長里芝柏路38號,新北市,三芝區,886-2-26363466,121.510186,25.258476,0.0,民宿,N
秀山大飯店,位於新北市的旅館,新北市烏來區烏來街83號,新北市,烏來區,886-2-26616789,121.551769,24.864253,0.0,飯店/旅店,S
璞石麗緻溫泉會館,璞石雅境，山風雨露，氣氛萬千，由衷驚艷，懷古望今的沉靜；傾聽，我與山林的對話此刻，將沉降歸零。堰堤上的璞石麗緻溫泉會館，坐擁烏來絕佳的自然美景，飽覽雲霧繚繞之美，精緻典雅的渡假飯店。,新北市烏來區忠治里新烏路五段88號,新北市,烏來區,886-2-26618000,121.548002,24.871593,40.0,飯店/旅店,S
花蝶晶漾商旅（HOTEL）,位於新北市的旅館,新北市新莊區中港路572號1樓,新北市,新莊區,886-2-22779601,121.45148799999998,25.053349,0.0,飯店/旅店,W
施家民宿,位於新北市的民宿,新北市瑞芳區基山街106號2至3樓,新北市,瑞芳區,886-2-24969357,121.84409299999999,25.108575,0.0,民宿,E
驛德世紀酒店,在這充滿人文及歷史的城市中驛德世紀酒店在眾人引頸期待下隆重誕生運用專業的美學建築結合深厚飯店管理經驗我們珍惜每一次的相遇百款用心優雅對待專屬旅人的驛棧聚落品味人生 豐富回憶,新北市新莊區後港一路169號,新北市,新莊區,886-2-29086888,121.43216799999999,25.028475,,飯店/旅店,W
山明水舍民宿,位在新北市平溪/十分，鄰近雙溪、九份、福隆(貢寮)、到達平溪(十分車站)只需要約6分鐘的車程，山林也近在咫尺。在社會不斷變遷下，平/雙溪地區還保留著純樸優質的自然美景，瀰漫其中濃厚的家鄉味，令人彷彿回到四、五十年代的悠閒，不禁放慢腳步、放鬆心情，盡情沉醉在這時光隧道中的閒情～「山明水舍民宿」為登記合法之台北民宿，同時擁有魅力民宿&好客民宿的加冕;在先天的自然環境條件與民宿主人後天的細心構思下，民宿外有免費的停車場、設有烤肉區、生態池、紅心芭樂果園、小農場、還有新建好的玻璃屋，讓大夥們可以盡情的在此喝咖啡‧聊是非;泡茶‧賞星星;民宿旁還有一條清澈的小溪供大小朋友戲水遊憨。民宿內的鋪陳擺設都別具「家」的溫馨感，設有第四台、卡拉OK等娛樂設施，非常適合『三五好友』、『家庭』、『公司團體』共同出遊，享有溫馨與歡樂的優質渡假住宿。山明水舍的房型有家庭套房、雙人甜蜜套房、雙人精緻雅房、還有背包客及小資族最愛的通鋪。值得一提的是～有兩間雙人套房是有浴缸的;很適合新婚夫妻、老夫老妻或是男女朋友入住體驗喔! 另外，民宿除了提供完善的住宿服務，另有提供洗衣機、烘乾機及專車接送及預約付費等服務。請放慢您的步伐，用輕鬆愉快及享受Life 的身‧心‧靈 去感受旅行中的每一段歡樂趣味。★民宿包棟★包棟住宿依客人需求做規劃及計價，提供戶外瓦斯烤爐使用或代訂烤肉餐點均酌收場地清潔費，請來電洽詢。(含備品/單人床墊/早餐)【平日、假日定義】※平日：星期日至星期五※假日：星期六、國定假日及連續假日(星期五、星期日以假日計價)※過年及海洋音樂祭期間依原價計費,新北市雙溪區田寮9號,新北市,雙溪區,886-2-24933969,121.80605800000001,25.014185,,民宿,E
Q汽車旅館,Q.MOTEL 是台北縣土城市第一家進駐的七星級精品汽車旅館。Q .MOTE 結合了地方人文與自然生態。跳脫了封閉空間的束縛，因為Q MOTEL認為，有陽光、自然空氣，才能真正享受放鬆、浪漫的兩人世界，自然就會高潮迭起。此外，為了與地方特色結合，Q.MOTEL 秉持「透光，不曝光」的設計理念，規劃了十九款主題造型房間，在一千八百坪的土地上僅蓋37間房，因為有了充分空間，才能獨享私密花園，讓每一位來到這裡的貴賓在享受陽光與新鮮空氣之餘，也能抒解現代的工作壓力。,新北市土城區中華路1段56巷38號,新北市,土城區,886-2-22629999,121.444601,24.98979,30.0,汽車旅館,W
美麗殿精品汽車旅館,位於新北市的旅館,新北市中和區板南路487號,新北市,中和區,886-2-22226868,121.487976,25.006307999999997,96.0,汽車旅館,W
庭有名旅居文旅,位於新北市的旅館,新北市土城區中正路30號1至9樓,新北市,土城區,886-2-22619191,121.44339199999999,24.974949,0.0,飯店/旅店,W
東寶旅社,位於新北市的旅館,新北市三重區中興南街17號,新北市,三重區,886-2-29956417,121.469902,25.044985999999998,,旅社,W
慶都大旅社,位於新北市的旅館,新北市三重區重新路2段69及71號2樓,新北市,三重區,886-2-29712263,121.49665,25.062001000000002,0.0,旅社,W
馬克村莊民宿,位於新北市的民宿,新北市瑞芳區汽車路86號,新北市,瑞芳區,886-919-107323,121.844851,25.110805,0.0,民宿,E
菁鳥旅館,位於新北市的旅館,新北市板橋區南雅南路1段113及115號,新北市,板橋區,886-2-29669621,121.455396,25.004893,0.0,飯店/旅店,W
山水綠境,"山水綠境民宿位於雙溪上林里內平林6-1號，環山面水(鄰近平林溪)，生態豊富，優美庭園，附近有十分寮瀑布、草嶺古道、桃源古道、雙溪老街,鄰近福隆海水浴場，民宿備有卡拉OK，20坪大客廳，適合全家聚會，公司旅遊，歡迎有緣人電話訂宿！",新北市雙溪區內平林6之1號,新北市,雙溪區,886-2-24933638,121.83395300000001,25.030759,0.0,民宿,E
溫莎堡-香草花園民宿,位於新北市的民宿,新北市瑞芳區基山街62號,新北市,瑞芳區,886-930-824391,121.84531899999999,25.109072,0.0,民宿,E
宰相住宿會館民宿,位於新北市的民宿,新北市淡水區英專路79巷2號,新北市,淡水區,886-2-26295447,121.445399,25.171621,0.0,民宿,N
宏仁旅店,位於新北市的旅館,新北市中和區景新街391號2至5樓,新北市,中和區,886-2-29449985,121.51246299999998,24.990141,,飯店/旅店,W
雲山水小築民宿,雲山水小築位居於金瓜石、九份、水湳洞金三角的中心位置，是個喜歡散步的最佳旅遊點，沿山尖步道往上走1公里約30分鐘即可到達熱鬧的九份，沿山尖步道往下走1公里約15分鐘即可到達人人皆知的金瓜石黃金瀑布，散步約20分鐘即可到達金瓜石的黃金博物園區；爬爬小山也不錯喔!您可以選擇放空...清新的空氣.蟲鳴鳥叫聲...此時此刻放鬆心情的感覺真好!，徹底地放鬆自己，毌需遠赴海外跋山涉水，於此即可享受大自然的美妙!,新北市瑞芳區山尖路72之1號,新北市,瑞芳區,886-919-131846,121.85411,25.11512,0.0,民宿,E
祈堂小巷民宿,"現今社會繁華的城市忙碌的日子裡,讓許多人淡忘了寧靜的生活.祈堂小巷是位於祈堂老街上一間古色古香氛圍的咖啡廳,放下心事輕鬆喝著濃郁香氣的咖啡,靜靜的可聆聽到轟轟作響的內九份溪,老街一頭是勸濟堂另一端則可前往黃金博物園區,沿路欣賞這美麗山城像畫般的風景以及安逸的步調,放慢腳步呼吸著這乾淨的空氣,真讓人流連忘返啊~",新北市瑞芳區祈堂路148號,新北市,瑞芳區,886-921-642751,121.858598,25.109389999999998,,民宿,E
萬金銘珠溫泉民宿,位於新北市的民宿,新北市萬里區萬里加投45之8號,新北市,萬里區,886-2-24986166,121.641378,25.210325,0.0,民宿,N
山城別館民宿,位於新北市的民宿,新北市金山區名流路62號,新北市,金山區,886-2-24080860,121.599676,25.207062,0.0,民宿,N
艾蔓精緻旅館-淡水館,本旅館位於淡水.紅樹林捷運站旁，打造清新典雅的時尚建築風格.營造幻影燈光的夜景.藝文迎賓車道.五種等級乘六大主題的房型設計及星級飯店式管理，讓【艾蔓精緻旅館】不只是注重房間設計的旅館，讓旅客得到全方位的體會更添加趣味及休閒，運用嶄新的觀念創造活力的契機，為台灣旅館注入新的動力，並開創另一個新潮流。並因應淡水風景區.渡假.休憩.觀光形成，以普羅化、精緻化、國際化、提供國人渡假.休憩.觀光及聚會的絕佳去處。,新北市淡水區八勢一街83號,新北市,淡水區,886-2-88096789,121.46131399999999,25.154882,0.0,飯店/旅店,N
晴天二館,咖啡+餐館+民宿＝一直是晴天我們在台北松菸有可以吃飯的咖啡館，在瑞芳東北角有可以住宿的咖啡館。希望來造訪的朋友，不論好天氣、壞天氣，都能一直是晴天 喔。,新北市瑞芳區建基路二段27號,新北市,瑞芳區,886-2-24974115,121.806739,25.133878,,飯店/旅店,E
沃客商旅-正義館,沃客商旅-正義館座落於正義南路上僅靠中山高三重交流道5分鐘距離，交通便利四通八達，是地處三重鬧區喔！鄰近三重埔的三和夜市這裡是夜晚三重最熱鬧的地方，傍晚以後擠得水洩不通，尤其是賣服飾的攤販特別多，人車雜沓的景象和著攤販的叫賣聲，規模相當龐大，充滿了最道地的夜市氣息。在美食部分，這裡的豬腳、魚丸湯、蛋餅、脆腸、臭豆腐、木瓜牛奶、蝦仁羹、肉圓、蚵仔煎、魷魚羹等等都很受歡迎，而且價位比一橋之隔的臺北市更加實惠，非常適合老饕來這裡「挑戰」，試試從街頭吃到街尾的暢快樂趣。　　 然而房間設計舒適乾淨，提供舒適休閒的旅館空間，及十分完善的房間規劃，簡潔溫馨的平價住宿，房間內部設有乾淨典雅的擺設。,"新北市三重區正義南路55號5樓,5樓-1,5樓-2,6樓,6樓-1至-8",新北市,三重區,886-2-29706005,121.498227,25.060405,0.0,飯店/旅店,W
暮光民宿,,新北市金山區忠義路38號,新北市,金山區,886-938-382244,121.62905400000001,25.262125,,民宿,N
名爵汽車旅館,位於新北市的旅館,"新北市三重區正義北路73號1,4至7樓",新北市,三重區,886-2-29826145,121.49728,25.064789,0.0,汽車旅館,W
馥都飯店,位於新北市的旅館,新北市板橋區縣民大道1段189號,新北市,板橋區,886-2-29658008,121.458221,25.007611999999998,0.0,飯店/旅店,W
葛瑞絲商旅,位於新北市的旅館,新北市中和區中山路二段228號5樓,新北市,中和區,886-2-22483666,121.49910200000001,25.003007,16.0,飯店/旅店,W
伊士曼旅社,位於新北市的旅館,新北市新店區光明街34號,新北市,新店區,886-2-29111414,121.53841499999999,24.959001,,旅社,S
大板根渡假酒店,大板根新建國際酒店區，已經跟大家見面，交通部觀光局於102年4月23日核發大板根育樂事業股份有限公司國際觀光旅館業營業執照，使得「大板根渡假酒店」成為新北市第二家國際觀光旅館。酒店投資金額約數十億元，位於三峽區插角里79號，客房數共95間（單人房2間、雙人房87間及套房6間），附設有餐廳、會議廳、游泳池、溫泉套房、娛樂中心及健身房等設施，可供國內外企業辦理大型會議、展覽或員工進修，國內外旅客到此渡假，可充分享受三峽山區森林芬多精及泡湯等多元遊憩活動。酒店以日式低調華麗風做呈現，並於大廳室內及戶外廣場擺設雕塑大師王秀杞先生作品，酒店區的各項讓您處處驚喜！,新北市三峽區插角里插角79號,新北市,三峽區,886-2-26749228,121.407477,24.870884,,飯店/旅店,S
台北薇米商旅,"台北薇米商旅位於三重交流道下約10分鐘，緊鄰淡水河畔、位於民權西路過台北橋、重新路二段與正義南路/北路交叉口，結合最便捷的交通環境如機場，捷運，公車，火車。商圈有康是美、區臣氏、三和夜市、7-11、全家便利商店購物最方便。饕客最愛清水排骨、五燈獎豬腳飯、老街義式廚房，旺角石頭火鍋。結合了食衣住行最方便的商旅,是你休假出差住宿最佳選擇。",新北市三重區重新路2段78號16至17樓,新北市,三重區,886-2-29746636,121.49716699999999,25.061757,0.0,飯店/旅店,W
地球人戶外休閒家民宿,位於新北市的民宿,新北市貢寮區福隆街16號,新北市,貢寮區,886-2-24991372,121.94271200000001,25.016385999999997,0.0,民宿,E
旅途中海畔民宿,位於新北市的民宿,新北市三芝區後厝里土地公坑54之6號3樓,新北市,三芝區,886-952-830115,121.46669399999999,25.24999,,民宿,N
SINGLEINN 單人房-台北館,位於新北市的旅館,新北市板橋區府後街6號3至6樓,新北市,板橋區,886-2-29691777,121.45893500000001,25.010382999999997,0.0,飯店/旅店,W
九窩民宿,,新北市瑞芳區基山街54之1號,新北市,瑞芳區,886-2-24063568,121.844866,25.108417000000003,,民宿,E
憩園民宿,位於新北市的民宿,新北市萬里區愛二街24號,新北市,萬里區,886-2-24921656,121.68368799999999,25.178191,0.0,民宿,N
烏來大飯店,位於新北市的旅館,新北市烏來區烏來街8號,新北市,烏來區,886-2-26616445,121.551594,24.864282,0.0,飯店/旅店,S
豪華旅社,位於新北市的旅館,新北市樹林區鎮前街77之10號,新北市,樹林區,886-2-26861477,121.42557099999999,24.990515,,旅社,W
記憶九份民宿,記憶九份保留原本的自然石頭外牆  而內部裝飾也以自然材料漂流木 紅磚 老門舊時代的玻璃燈混搭 屋頂開了天窗 讓陽光直洩而下整個室內的空間是混搭的風格 加上優美的音樂 在這裡頓時失去時間感 和暫時遺忘過往的輕鬆 在這裡我們刻意不放電視 放了我們收藏的CD  開啟你心靈對話的時刻,新北市瑞芳區豎崎路8號,新北市,瑞芳區,886-931-365485,121.843263,25.109399,,民宿,E
金莎旗艦汽車旅館,位於新北市的旅館,新北市樹林區學成路468號及大義路36號,新北市,樹林區,886-2-89700189,121.37888400000001,24.944468,0.0,汽車旅館,W
相見歡旅館,位於新北市的旅館,新北市永和區永和路1段23號1至3樓,新北市,永和區,886-2-29276188,121.512874,25.005893,0.0,旅社,W
